,MACD_apply_to,MACD_fast,MACD_slow,MACD_signal,MACD_column_div,Divergence_num_exteremes_min,Divergence_num_exteremes_max,Divergence_diff_extereme,BestFinder_n_clusters,BestFinder_alpha,Runner_methode1__lenght_data_5M,Runner_methode1__lenght_data_1H,ExtremePoints_num_max_5M,ExtremePoints_num_min_5M,ExtremePoints_weight_5M,ExtremePoints_num_max_1H,ExtremePoints_num_min_1H,ExtremePoints_weight_1H,TrendLines_num_max_5M,TrendLines_num_min_5M,TrendLines_weight_5M,TrendLines_num_max_1H,TrendLines_num_min_1H,TrendLines_weight_1H,TrendLines_length_long_5M,TrendLines_length_mid_5M,TrendLines_length_short1_5M,TrendLines_length_short2_5M,TrendLines_length_long_1H,TrendLines_length_mid_1H,TrendLines_length_short1_1H,TrendLines_length_short2_1H,TrendLines_power_long_5M,TrendLines_power_mid_5M,TrendLines_power_short1_5M,TrendLines_power_short2_5M,TrendLines_power_long_1H,TrendLines_power_mid_1H,TrendLines_power_short1_1H,TrendLines_power_short2_1H,IchimokouFlatLines_tenkan_5M,IchimokouFlatLines_kijun_5M,IchimokouFlatLines_senkou_5M,IchimokouFlatLines_n_cluster_5M,IchimokouFlatLines_weight_5M,IchimokouFlatLines_tenkan_1H,IchimokouFlatLines_kijun_1H,IchimokouFlatLines_senkou_1H,IchimokouFlatLines_n_cluster_1H,IchimokouFlatLines_weight_1H,BestFinder_n_cluster_low,BestFinder_n_cluster_high,BestFinder_alpha_low,BestFinder_alpha_high,st_percent_min,st_percent_max,tp_percent_min,tp_percent_max,ExtremePoints_status,ExtremePoints_T_5M,ExtremePoints_T_1H,TrendLines_status,TrendLines_T_5M,TrendLines_long_T_5M,TrendLines_mid_T_5M,TrendLines_short1_T_5M,TrendLines_short2_T_5M,TrendLines_T_1H,TrendLines_long_T_1H,TrendLines_mid_T_1H,TrendLines_short1_T_1H,TrendLines_short2_T_1H,IchimokouFlatLines_T_5M,IchimokouFlatLines_T_1H,IchimokouFlatLines_status,score,islearned,isborn
10,HL/2,72,296,21,macdh,31,40,5,3,0.06,1860,669,11,9,668,16,3,63,96,99,165,5,87,162,806,658,303,84,474,315,244,46,427,973,385,282,674,304,880,912,69,105,341,4,408,12,59,50,18,900,14,19,0.15,0.13,0.42,0.71,0.76,0.98,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,34.26387833,TRUE,FALSE
11,HLC/3,34,70,14,macdh,72,62,6,11,0.06,1364,786,78,13,784,8,57,129,79,7,982,51,80,102,219,985,267,67,676,756,374,289,455,381,884,953,887,354,564,331,3,108,596,5,410,21,97,162,6,375,19,4,0.21,0.1,0.93,0.86,0.84,0.99,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,10.0196934,TRUE,FALSE
12,HLCC/4,109,294,5,macds,85,46,3,13,0.06,2416,921,37,73,597,75,60,164,87,67,773,89,16,773,736,379,240,76,325,941,307,249,582,454,596,319,525,169,669,290,20,150,361,4,536,35,55,175,3,249,20,11,0.39,0.32,0.48,0.53,0.7,0.75,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,11.87532294,TRUE,FALSE
13,close,108,198,24,macd,44,54,6,16,0.14,1854,525,88,62,689,95,46,548,84,11,452,29,39,555,158,447,185,52,940,812,475,12,417,933,400,647,790,728,831,796,53,226,531,18,671,35,78,63,8,938,9,8,0.39,0.05,0.96,1.0,0.99,0.98,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,25.69150014,TRUE,FALSE
14,OHLC/4,97,190,43,macdh,44,82,5,15,0.05,1739,525,35,23,769,31,61,424,98,37,257,51,33,956,995,648,157,93,871,638,500,321,17,747,974,666,401,974,538,509,18,236,499,14,182,28,31,84,10,745,6,8,0.15,0.23,0.44,0.71,0.89,1.09,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,39.99556878,TRUE,FALSE
15,HLCC/4,17,295,14,macd,5,49,4,14,0.05,1297,645,38,51,296,7,13,80,73,12,970,5,85,67,743,531,457,138,936,797,458,68,251,838,215,767,202,266,240,170,75,83,289,2,648,12,88,151,19,562,11,16,0.15,0.34,0.82,0.87,0.94,0.89,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,22.14938174,TRUE,FALSE
16,HL/2,81,99,11,macdh,61,95,5,3,0.39,2174,831,35,21,568,25,55,315,89,41,883,28,26,221,669,418,463,43,932,557,420,220,1000,374,437,2,755,224,726,77,100,185,232,11,191,48,74,137,13,31,16,24,0.24,0.21,0.3,0.55,0.78,0.98,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,28.44738345,TRUE,FALSE
17,high,86,168,6,macds,63,68,6,7,0.31,1604,507,40,98,937,35,59,566,88,70,382,38,30,212,978,472,451,300,898,549,348,144,462,30,207,457,562,350,157,27,9,239,511,15,69,5,58,193,11,54,4,21,0.3,0.38,0.94,0.92,0.99,0.94,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,10.30693623,TRUE,FALSE
18,close,142,258,42,macds,46,40,5,3,0.4,2549,726,28,63,450,28,39,827,62,97,364,15,94,899,779,739,372,298,794,639,363,231,358,512,83,549,261,978,855,555,64,213,599,13,965,11,35,84,19,930,16,15,0.28,0.14,0.95,0.97,0.93,0.95,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,3.652382013,TRUE,FALSE
19,low,93,288,16,macdh,21,91,4,17,0.39,1576,750,10,31,470,11,64,862,2,85,381,56,21,221,856,569,342,109,803,696,334,285,477,39,241,761,154,476,850,911,28,130,260,9,255,2,3,151,7,123,4,23,0.02,0.29,0.4,0.48,0.86,0.93,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,47.26055729,TRUE,FALSE
20,HLCC/4,13,40,6,macdh,78,60,2,9,0.1,961,924,11,62,65,72,96,11,12,95,25,38,89,729,918,404,383,376,933,768,257,59,919,145,315,483,384,894,785,594,20,131,341,16,939,34,58,178,13,262,3,5,0.36,0.29,0.81,0.86,0.95,0.92,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,14.19002334,TRUE,FALSE
21,HLC/3,69,225,47,macds,80,31,3,14,0.19,494,343,38,47,455,86,32,515,2,93,248,2,68,9,409,352,176,103,849,712,97,89,386,251,756,565,294,576,700,757,25,213,399,9,570,12,27,153,7,260,8,11,0.01,0.39,0.84,0.94,0.81,0.92,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,22.07088093,TRUE,FALSE
22,open,120,306,49,macds,69,93,5,4,0.03,2314,541,14,15,480,48,88,984,95,32,783,88,15,506,983,458,243,180,454,567,245,69,728,353,338,935,335,712,895,591,54,259,91,11,561,39,107,208,17,308,7,15,0.16,0.26,0.92,0.96,0.9,0.98,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,2.622039025,TRUE,FALSE
23,open,51,225,32,macds,53,72,3,16,0.4,1129,577,45,48,834,62,2,829,50,90,139,3,87,957,527,239,131,20,962,698,432,274,598,18,202,539,984,91,444,122,5,156,269,16,326,11,47,186,4,4,8,2,0.06,0.14,0.92,0.85,0.91,0.92,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,10.35714747,TRUE,FALSE
24,HLC/3,143,217,25,macd,43,7,4,9,0.22,1275,894,46,32,985,16,92,200,25,27,542,16,84,769,937,612,209,48,844,362,78,70,314,583,455,888,664,393,977,202,9,51,199,18,245,31,62,191,8,103,15,16,0.14,0.39,0.88,0.94,0.95,0.94,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,6.024312633,TRUE,FALSE
25,HLCC/4,42,121,24,macd,38,84,6,14,0.18,1473,505,18,47,20,37,8,522,13,57,336,93,24,792,729,724,484,154,575,176,235,67,538,784,869,147,274,932,311,427,38,86,609,16,554,26,89,201,17,724,20,2,0.16,0.26,0.45,0.49,0.81,0.84,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,38.07159901,TRUE,FALSE
26,close,102,194,37,macds,13,13,4,15,0.13,1860,505,41,2,694,63,95,245,25,40,778,50,58,12,870,846,483,301,552,814,444,10,963,422,362,994,457,352,558,178,3,151,588,15,927,15,36,71,20,782,15,23,0.1,0.35,0.88,0.8,0.85,0.89,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,1.752938311,TRUE,FALSE
27,open,109,143,36,macdh,12,97,5,5,0.01,1590,505,14,94,12,68,49,602,88,64,217,20,15,84,835,688,432,321,945,567,145,103,586,841,184,821,959,247,977,175,100,159,277,17,865,2,11,5,7,424,16,12,0.38,0.3,0.29,0.73,0.71,1.03,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,36.81821682,TRUE,FALSE
28,open,53,266,10,macdh,15,25,4,4,0.01,1056,616,33,13,545,15,72,196,98,73,542,95,33,657,631,326,249,120,598,164,471,288,47,421,639,659,749,293,414,276,76,144,115,4,99,38,76,163,14,845,2,5,0.14,0.3,0.27,0.27,0.67,0.68,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,27.56340424,TRUE,FALSE
29,HLC/3,124,167,30,macds,20,64,5,11,0.04,1762,242,96,84,590,33,62,634,45,97,242,70,75,518,998,472,269,222,742,621,69,12,945,518,241,555,444,717,340,502,57,205,612,13,639,13,61,178,4,608,12,8,0.32,0.11,0.19,0.19,0.42,0.42,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,3.145406322,TRUE,FALSE
30,HL/2,130,252,28,macdh,8,6,3,17,0.1,1623,824,69,28,906,10,3,585,57,95,200,71,19,486,996,995,412,162,627,365,459,39,90,236,519,539,769,245,13,523,54,304,82,5,127,17,70,156,18,578,13,12,0.22,0.36,0.747909354,1.124312092,0.560498453,1.096052753,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,29.90455674,TRUE,FALSE
31,OHLC/4,117,215,43,macds,69,16,3,13,0.28,487,503,92,7,581,21,7,771,11,40,953,94,99,989,844,560,480,479,818,735,383,250,730,107,827,368,714,370,753,715,5,220,497,6,578,37,105,199,6,609,11,1,0.24,0.01,0.432328505,0.713877626,0.48606976,0.772642378,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,3.146180655,TRUE,FALSE
32,high,55,198,43,macdh,82,80,4,4,0.29,2369,744,51,4,117,13,4,311,3,76,46,59,80,529,478,458,398,44,534,945,423,217,236,507,980,824,769,422,813,806,101,249,399,12,940,40,46,98,16,573,11,15,0.12,0.03,0.572817438,0.932966289,0.365737747,0.56065664,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,21.98444378,TRUE,FALSE
33,OHLC/4,116,119,13,macdh,30,12,5,16,0.37,1430,336,89,43,899,94,85,658,51,83,154,19,74,105,931,843,231,117,710,507,426,170,327,813,999,73,985,974,4,723,9,261,156,15,717,3,6,192,14,223,13,2,0.4,0.26,0.13,0.35,0.42,0.56,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,3.269892697,TRUE,FALSE
34,open,110,144,28,macdh,3,68,5,4,0.22,1428,610,4,17,457,22,30,955,13,84,692,23,12,515,942,400,253,82,523,452,355,284,929,506,623,29,44,888,921,365,92,231,155,9,90,26,104,51,6,799,20,7,0.07,0.15,0.66,0.8,0.99,0.88,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,30.05685119,TRUE,FALSE
35,high,93,237,48,macd,89,69,6,18,0.08,1337,638,100,73,984,97,72,113,39,21,686,11,13,409,408,370,305,219,831,703,311,264,16,548,17,76,474,988,126,156,66,210,458,6,610,12,95,100,19,832,4,9,0.14,0.34,0.983102746,1.017494513,0.573375408,0.862616816,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,31.6227766,TRUE,FALSE
36,low,136,268,41,macdh,29,49,2,13,0.11,2036,410,50,37,675,23,36,932,34,11,129,27,95,501,749,604,346,137,737,897,411,67,355,478,714,156,276,491,492,31,92,275,228,4,8,19,39,64,20,198,16,10,0.09,0.03,0.4,0.53,0.77,0.87,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,15.09099995,TRUE,FALSE
37,HL/2,87,260,33,macd,12,54,6,7,0.21,2146,523,61,36,331,58,2,820,8,26,451,12,18,326,902,453,452,7,998,330,165,70,438,444,814,918,704,540,725,136,35,64,180,11,677,37,70,40,20,377,21,19,0.06,0.24,0.24,0.3,0.63,0.71,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,37.48755425,TRUE,FALSE
38,low,62,290,26,macdh,69,93,6,7,0.19,2585,241,74,32,697,54,3,821,66,88,780,14,64,18,973,942,249,20,738,542,50,14,440,638,407,147,59,790,39,934,102,203,391,5,715,27,58,90,9,887,20,4,0.39,0.07,0.4,0.83,0.75,1.09,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,15.5337913,TRUE,FALSE
39,high,36,129,16,macds,42,9,3,7,0.22,1603,405,50,77,461,60,77,576,81,39,663,6,25,577,367,294,237,111,845,543,406,167,167,805,300,307,554,640,701,868,86,184,567,6,919,2,81,142,13,129,9,20,0.28,0.36,0.77,0.81,0.93,0.84,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,1.338313392,TRUE,FALSE
40,open,108,208,40,macdh,25,14,3,15,0.17,682,688,87,61,767,19,87,425,26,70,807,32,68,687,995,170,118,23,792,813,400,319,386,935,434,188,322,286,885,848,10,88,121,1,839,20,98,67,4,285,5,9,0.33,0.32,0.71,0.99,0.93,0.84,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,7.375955852,TRUE,FALSE
41,HLC/3,95,255,32,macds,4,11,2,10,0.16,1305,695,20,4,187,48,34,478,46,66,381,8,5,561,506,412,230,114,907,206,362,317,894,341,548,746,511,760,524,686,49,270,584,15,656,21,38,35,15,668,23,15,0.21,0.08,0.49,0.62,0.46,0.61,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,10.31977203,TRUE,FALSE
42,high,129,150,50,macds,72,55,2,20,0.33,2082,905,94,54,423,93,78,648,49,79,651,98,16,362,745,674,161,57,972,691,232,205,553,860,24,273,622,55,139,630,22,194,152,9,64,4,94,11,4,345,5,2,0.01,0.31,0.51,0.94,0.52,0.94,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,4.990541535,TRUE,FALSE
43,HLCC/4,10,110,20,macdh,93,74,5,4,0.12,1215,679,89,17,173,44,68,61,4,92,536,22,61,732,998,986,469,9,935,550,417,384,183,154,270,339,814,595,998,356,96,98,181,7,909,8,102,203,6,894,22,9,0.24,0.22,0.95,0.85,0.9,0.95,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,11.62835255,TRUE,FALSE
44,high,87,191,48,macds,69,95,5,3,0.38,1890,333,2,43,143,49,41,987,64,70,593,100,21,977,827,861,212,23,414,577,393,172,803,413,56,878,450,628,873,292,58,279,226,3,701,31,64,22,14,891,14,8,0.1,0.04,0.61,0.64,0.81,0.84,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,11.05197647,TRUE,FALSE
45,close,55,184,11,macdh,70,9,5,12,0.16,2596,906,29,41,646,99,17,620,81,60,936,71,6,529,583,532,362,59,602,520,312,293,347,273,339,986,929,859,77,182,4,80,394,14,543,26,68,188,20,965,4,12,0.39,0.11,0.82,0.99,0.96,0.86,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,2.325173344,TRUE,FALSE
46,close,9,58,49,macds,15,22,5,7,0.17,691,921,90,17,429,13,93,4,86,55,143,80,83,969,849,602,472,302,734,980,439,195,654,860,36,37,465,112,588,824,92,228,388,14,590,16,97,172,7,697,5,5,0.27,0.04,0.51,0.72,0.65,0.81,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,19.80950362,TRUE,FALSE
47,close,30,185,49,macds,71,28,4,7,0.09,362,538,4,65,524,87,41,295,21,69,347,92,39,572,543,475,307,49,991,562,447,319,753,369,834,595,346,24,922,604,45,272,348,10,476,35,79,12,3,135,15,2,0.26,0.37,0.95,0.88,0.99,0.95,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,15.76258286,TRUE,FALSE
48,HLC/3,76,127,48,macdh,83,91,4,12,0.01,1856,692,10,24,140,31,77,65,8,90,808,65,50,544,921,606,475,245,402,163,186,83,290,671,669,628,814,976,717,728,2,198,568,18,825,3,12,53,7,611,9,4,0.27,0.36,0.572817438,0.932966289,0.365737747,0.56065664,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,24.54432115,TRUE,FALSE
49,close,4,145,38,macds,63,75,3,20,0.28,2370,601,88,25,488,98,99,127,85,74,359,2,80,981,882,541,290,186,254,517,267,251,634,704,947,713,323,675,103,400,76,219,609,17,313,29,58,132,5,105,8,2,0.39,0.39,0.68,0.86,0.84,0.82,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,11.66742281,TRUE,FALSE
