,MACD_apply_to,MACD_fast,MACD_slow,MACD_signal,MACD_column_div,Divergence_num_exteremes_min,Divergence_num_exteremes_max,Divergence_diff_extereme,BestFinder_n_clusters,BestFinder_alpha,Runner_methode1__lenght_data_5M,Runner_methode1__lenght_data_1H,ExtremePoints_num_max_5M,ExtremePoints_num_min_5M,ExtremePoints_weight_5M,ExtremePoints_num_max_1H,ExtremePoints_num_min_1H,ExtremePoints_weight_1H,TrendLines_num_max_5M,TrendLines_num_min_5M,TrendLines_weight_5M,TrendLines_num_max_1H,TrendLines_num_min_1H,TrendLines_weight_1H,TrendLines_length_long_5M,TrendLines_length_mid_5M,TrendLines_length_short1_5M,TrendLines_length_short2_5M,TrendLines_length_long_1H,TrendLines_length_mid_1H,TrendLines_length_short1_1H,TrendLines_length_short2_1H,TrendLines_power_long_5M,TrendLines_power_mid_5M,TrendLines_power_short1_5M,TrendLines_power_short2_5M,TrendLines_power_long_1H,TrendLines_power_mid_1H,TrendLines_power_short1_1H,TrendLines_power_short2_1H,IchimokouFlatLines_tenkan_5M,IchimokouFlatLines_kijun_5M,IchimokouFlatLines_senkou_5M,IchimokouFlatLines_n_cluster_5M,IchimokouFlatLines_weight_5M,IchimokouFlatLines_tenkan_1H,IchimokouFlatLines_kijun_1H,IchimokouFlatLines_senkou_1H,IchimokouFlatLines_n_cluster_1H,IchimokouFlatLines_weight_1H,BestFinder_n_cluster_low,BestFinder_n_cluster_high,BestFinder_alpha_low,BestFinder_alpha_high,st_percent_min,st_percent_max,tp_percent_min,tp_percent_max,ExtremePoints_status,ExtremePoints_T_5M,ExtremePoints_T_1H,TrendLines_status,TrendLines_T_5M,TrendLines_long_T_5M,TrendLines_mid_T_5M,TrendLines_short1_T_5M,TrendLines_short2_T_5M,TrendLines_T_1H,TrendLines_long_T_1H,TrendLines_mid_T_1H,TrendLines_short1_T_1H,TrendLines_short2_T_1H,IchimokouFlatLines_T_5M,IchimokouFlatLines_T_1H,IchimokouFlatLines_status,score,islearned,isborn,corr,corr_low,corr_high
10,open,152,344,4,macdh,391,163,5,17,0.25,2306,895,186,214,2,393,105,549,360,18,274,298,107,772,929,752,439,376,914,843,371,348,795,233,245,505,860,230,76,442,24,48,98,4,13,11,22,96,3,258,21,9,0.32,0.24,0.36,0.51,0.83,0.93,False,True,False,True,True,True,True,True,False,True,True,False,False,True,False,True,False,24.804390701287566,True,False,-0.2837168984731909,-0.4005782892125143,-0.4131322677718143
11,low,271,298,30,macdh,16,258,5,3,0.33,1499,298,227,304,502,9,328,826,374,252,685,97,392,443,992,943,395,324,624,518,348,250,9,91,422,579,624,640,325,637,2,3,56,1,41,18,47,74,18,651,12,8,0.31,0.03,0.51,0.84,0.71,0.97,False,False,False,True,True,True,True,False,True,False,False,False,True,False,False,False,False,18.438520367244813,True,False,-0.2583735215749526,-0.1259869019519982,-0.1251414823646806
12,open,107,394,17,macdh,25,183,5,2,0.23,2359,995,280,28,713,108,270,728,349,110,561,307,71,926,999,926,275,271,926,764,380,277,831,414,104,210,647,950,675,818,5,23,102,14,798,7,28,56,1,101,20,19,0.29,0.34,0.23,0.45,0.41,0.63,True,False,True,True,False,True,False,False,False,False,True,True,True,True,False,True,False,43.55928186703544,True,False,-0.3187075803432882,-0.1673374218049511,-0.1696989888575364
13,HL/2,113,171,46,macds,360,296,5,9,0.03,2248,446,204,293,175,256,76,989,345,96,39,332,352,606,616,543,306,252,690,604,482,267,560,374,58,109,279,688,284,626,3,32,58,11,202,12,15,82,9,271,4,23,0.04,0.34,0.93,0.89,0.94,0.95,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,True,True,5.776041622397646,True,False,-0.2614770056443722,-0.4228696405246012,-0.4227601099544826
14,high,489,497,43,macdh,328,86,5,9,0.29,653,655,300,228,224,112,223,460,380,361,526,301,321,648,943,701,405,396,748,691,451,429,186,788,11,969,529,69,998,940,11,30,42,9,76,6,22,19,9,836,20,5,0.07,0.16,0.18,0.35,0.5,0.74,True,True,False,True,True,True,True,True,True,False,False,True,False,True,False,True,True,20.337173842534305,True,False,-0.3151594569886345,-0.4780447859071007,-0.4814858589251979
15,close,127,143,7,macdh,388,257,5,17,0.34,2729,385,105,210,202,98,350,594,48,284,107,95,42,454,735,585,316,280,854,500,408,336,746,516,402,467,893,172,597,289,28,34,97,2,404,8,45,90,5,587,8,6,0.18,0.17,0.75,0.81,0.84,0.83,False,True,True,False,True,False,True,True,False,False,True,True,True,True,True,False,True,14.342818194835257,True,False,-0.2946223527760732,-0.4144144967053667,-0.4226776509411838
16,OHLC/4,17,473,30,macdh,314,92,6,17,0.21,2309,589,73,377,5,390,30,194,61,185,503,379,106,272,751,706,411,355,811,682,495,369,545,31,290,911,399,163,143,156,8,43,54,8,821,9,19,30,17,290,3,8,0.08,0.22,0.19,0.47,0.59,0.79,True,False,True,True,True,False,False,False,True,False,False,False,True,False,True,False,False,19.384191052255787,True,False,-0.2853271131365956,-0.3466804064717503,-0.3526519007510922
17,close,239,431,10,macdh,319,90,5,15,0.01,860,275,123,111,739,329,67,12,241,326,38,247,21,493,842,597,468,381,996,736,415,413,470,544,60,102,53,198,932,566,20,35,83,14,938,10,21,48,9,565,25,4,0.01,0.02,0.23,0.5,0.91,1.05,False,True,True,False,False,False,False,False,True,True,True,True,True,True,False,False,True,30.74319523766432,True,False,-0.2863607750352294,-0.3997389036978836,-0.4136907649950053
18,HLC/3,179,430,33,macds,187,140,4,14,0.24,1433,802,133,366,37,34,347,504,311,99,632,45,76,870,560,519,311,305,914,590,443,388,985,401,779,978,38,493,573,368,24,40,81,9,904,7,16,64,7,596,7,4,0.4,0.34,0.75,0.86,0.94,0.83,False,True,True,False,False,False,True,False,False,False,True,True,False,False,False,True,False,6.270564313332857,True,False,-0.1774233702419321,-0.2316057458335217,-0.2274978408221777
19,HLCC/4,376,455,33,macdh,209,229,2,15,0.13,2013,881,328,135,273,387,225,207,346,369,846,41,371,960,814,775,422,328,715,569,428,297,898,970,508,725,567,937,973,561,16,28,43,20,422,14,17,22,7,131,15,5,0.11,0.24,0.25,0.45,0.64,0.77,False,True,True,False,False,True,False,True,False,True,True,True,True,False,False,False,True,18.176308382736387,True,False,-0.1885426759011046,-0.2518202467307271,-0.2559204644200911
20,close,133,168,18,macdh,245,266,5,14,0.02,2876,793,52,37,30,327,236,438,384,306,814,337,14,86,923,644,393,322,873,816,306,290,170,275,814,874,201,871,203,95,15,31,88,7,232,18,28,53,7,947,15,23,0.19,0.24,0.13,0.17,0.49,0.55,True,False,True,False,False,True,False,False,True,False,False,False,False,False,False,True,True,45.23637441701501,True,False,-0.2693499915110655,-0.2965186494269134,-0.302302954459811
21,low,83,115,37,macd,354,75,4,20,0.23,1733,923,378,83,312,158,201,465,114,260,820,241,133,171,801,737,444,277,813,575,412,270,133,721,255,980,463,400,892,932,5,14,38,3,810,18,46,28,13,866,17,21,0.31,0.03,0.78,0.91,0.94,0.98,False,False,True,False,False,False,False,True,False,True,False,True,False,False,False,False,False,20.319067672794308,True,False,-0.2821347664941545,-0.4384789638103976,-0.4415328963794629
22,OHLC/4,56,233,28,macd,283,146,6,11,0.1,815,664,224,44,49,275,192,584,199,30,929,155,400,170,852,793,431,376,987,574,266,258,194,511,403,786,36,477,243,847,19,46,54,2,172,17,33,39,17,562,9,12,0.28,0.22,0.15,0.32,0.62,0.8,True,False,False,False,False,True,False,False,True,True,False,False,True,False,False,False,False,29.401132758985845,True,False,-0.2744207456499287,-0.3561931341322911,-0.3537703475381282
23,HLC/3,6,328,13,macdh,198,312,4,14,0.12,1717,796,33,377,514,330,332,175,396,327,607,56,119,448,956,642,471,266,968,724,490,386,302,303,232,333,640,937,301,9,4,42,11,12,365,16,23,12,16,446,10,11,0.02,0.29,0.11,0.13,0.37,0.43,True,True,True,True,True,True,True,True,False,True,False,True,True,True,False,True,False,39.20486669321535,True,False,-0.2946990013063411,-0.2994752357055172,-0.3119065636885554
24,HL/2,16,299,16,macds,341,296,3,17,0.12,755,291,204,201,492,14,224,649,6,87,969,56,146,729,998,623,432,272,764,727,498,476,239,369,153,144,913,255,483,596,9,45,78,20,705,15,18,52,13,843,3,21,0.27,0.11,0.05,0.99,0.27,0.3,True,False,True,False,False,True,False,True,False,False,False,True,False,True,False,True,True,8.319214165661915,True,False,-0.1892960766157168,-0.27617709241786,-0.2790965789762071
25,HL/2,31,232,28,macdh,342,338,2,16,0.22,671,699,327,70,376,304,338,380,247,364,560,113,315,447,587,532,486,406,796,625,352,347,149,407,960,440,21,981,17,48,4,34,41,12,291,8,17,7,17,907,21,5,0.21,0.01,0.04,0.86,0.15,0.18,True,True,True,True,False,True,True,True,True,False,False,False,False,False,False,True,True,22.459715050526267,True,False,-0.2647595669377034,-0.4893614405140218,-0.4990127566364074
26,high,126,161,13,macds,284,307,5,17,0.08,1655,755,390,208,986,259,200,152,111,164,539,252,272,960,882,636,430,373,622,566,408,296,559,206,286,871,789,316,325,293,28,56,87,14,113,11,26,96,18,42,17,16,0.35,0.04,0.27,0.43,0.41,0.67,False,True,True,True,True,True,True,False,False,True,False,False,True,True,False,True,False,15.754617592126303,True,False,-0.2576249298977374,-0.3534900802239126,-0.355670233875909
27,OHLC/4,58,245,13,macdh,335,212,5,3,0.4,503,706,201,56,272,370,333,979,189,128,390,200,173,848,824,728,336,320,964,949,445,393,792,115,529,99,59,732,592,260,3,44,74,1,990,6,42,5,6,75,7,19,0.37,0.15,0.89,0.95,0.96,0.9,True,True,False,True,False,False,True,False,True,False,False,False,True,True,False,True,True,13.880590476181627,True,False,-0.3150798521635848,-0.4286318773467903,-0.4396118035149238
28,open,339,442,35,macdh,58,382,5,6,0.31,633,492,69,78,682,208,140,173,280,207,834,250,155,484,813,746,405,369,897,527,345,278,373,917,718,426,638,746,873,328,20,56,67,5,158,3,15,43,15,308,18,7,0.22,0.39,0.5,0.56,0.84,0.87,True,True,False,False,False,True,False,False,True,True,True,True,True,False,False,False,False,50.19321625449432,True,False,-0.2773453339083088,-0.2050683169480377,-0.2047860228343876
29,HLCC/4,208,375,30,macdh,173,306,5,11,0.03,2156,301,126,281,866,16,320,132,42,388,679,160,311,937,704,523,289,257,835,667,395,262,765,376,135,626,477,451,863,95,21,24,12,8,972,6,10,92,13,809,2,1,0.1,0.02,0.2,0.39,0.54,0.75,True,True,False,False,True,False,True,False,True,True,False,False,False,False,True,False,False,40.03476092533303,True,False,-0.2626815069913328,-0.2579037306378412,-0.2642099911177961
30,HLC/3,166,349,24,macdh,96,328,4,8,0.36,1907,312,57,202,103,233,335,515,325,355,635,261,153,611,776,599,449,415,748,636,488,431,481,933,915,954,8,621,808,712,26,30,92,3,190,8,19,25,7,14,15,14,0.07,0.01,0.18,0.35,0.5,0.74,False,True,False,True,False,True,True,True,True,True,True,False,True,True,False,True,False,47.75147335503024,True,False,-0.2650386224191462,-0.2117407359943553,-0.2144565038370518
31,HLCC/4,88,484,20,macdh,141,126,5,4,0.16,2297,354,204,53,90,182,230,387,362,231,104,125,104,260,759,599,486,442,882,653,400,287,756,991,620,695,577,435,494,692,3,29,66,9,299,2,23,76,7,561,15,4,0.26,0.28,0.37,0.6,0.84,1.0,True,True,False,True,True,False,True,True,False,False,True,True,False,False,False,True,True,39.07057137090134,True,False,-0.2738324395480973,-0.2233595153719515,-0.2309761594489347
32,HLC/3,58,315,19,macdh,388,103,5,5,0.1,235,447,86,290,305,246,159,856,289,286,664,375,251,606,736,552,466,430,982,534,435,324,567,89,399,217,737,514,491,366,9,19,43,5,239,5,44,42,7,732,21,2,0.06,0.06,0.3,0.56,0.85,1.0,False,False,True,True,True,True,False,False,True,False,True,True,False,True,False,True,False,21.969699112234547,True,False,-0.2961176165792935,-0.4158264175527679,-0.4276887266184925
33,HLC/3,80,328,23,macdh,218,282,5,18,0.09,349,698,11,308,712,269,238,187,114,381,321,359,194,81,703,553,267,256,679,612,421,330,456,606,39,361,633,542,926,104,20,51,44,18,457,15,21,49,20,406,16,21,0.39,0.36,0.19,0.23,0.58,0.66,False,False,False,True,False,True,False,False,True,True,False,True,True,True,True,True,False,31.94460264097437,True,False,-0.3021199536005427,-0.3395731471182749,-0.3441065071807603
34,low,127,141,49,macdh,271,24,4,6,0.26,1907,280,95,244,443,217,365,195,250,385,113,274,282,314,825,767,467,357,983,911,307,258,96,110,931,628,717,629,568,193,17,41,75,16,646,2,31,20,2,941,3,17,0.34,0.15,0.18,0.35,0.5,0.74,False,True,False,True,True,True,False,True,True,False,False,False,False,True,True,True,True,26.454743312023957,True,False,-0.2925446210617993,-0.3668695614235355,-0.3708914725540621
35,close,261,451,45,macdh,91,344,5,14,0.3,1513,834,158,248,394,247,274,251,189,89,629,274,152,62,990,753,418,322,677,547,443,309,207,260,322,683,603,339,522,953,7,22,90,16,116,7,52,29,5,442,22,16,0.18,0.32,0.08,0.16,0.32,0.44,False,True,False,False,True,False,True,True,True,True,True,True,False,True,False,False,False,54.479198317592974,True,False,-0.2573148793619054,-0.2033187638167839,-0.2053794928428091
36,high,219,426,34,macds,368,298,3,4,0.08,237,982,179,57,2,195,99,739,271,106,385,187,130,840,633,583,444,385,913,505,480,402,373,266,865,153,555,774,946,579,3,55,4,10,422,8,10,92,20,541,12,9,0.09,0.18,0.06,0.1,0.08,0.19,False,False,True,False,False,False,True,True,True,False,False,False,False,False,True,True,False,7.833968421165431,True,False,-0.1777930187633115,-0.3495283582996529,-0.3495456187067697
37,low,177,436,21,macdh,331,284,5,7,0.02,1202,822,253,21,907,98,98,1000,243,20,976,2,30,841,780,760,478,254,893,677,348,285,895,198,495,720,103,918,228,669,6,27,77,8,753,13,38,63,20,360,19,9,0.22,0.04,0.01,0.95,0.07,0.9,True,True,True,True,False,False,True,True,False,True,False,False,True,False,False,False,False,29.603129087754237,True,False,-0.2728748474641659,-0.365175715555084,-0.3709346209810433
38,low,180,348,2,macdh,317,110,4,8,0.12,2050,558,152,143,415,246,12,699,199,56,160,133,5,755,579,552,312,260,723,508,407,360,752,249,678,849,157,883,794,811,9,34,47,9,72,17,50,44,15,571,20,23,0.31,0.21,0.65,0.97,0.98,0.9,True,True,True,False,True,False,False,True,True,False,False,False,False,False,True,False,False,14.649189800725058,True,False,-0.30250296397539267,-0.40320216676394155,-0.41862214392651853
39,open,104,125,37,macd,202,218,6,13,0.01,2309,657,226,380,893,199,327,933,149,89,51,253,341,690,781,711,357,286,904,797,348,293,131,589,617,558,753,695,981,116,11,22,28,2,662,8,33,41,6,116,19,17,0.25,0.38,0.25,0.33,0.78,0.83,True,True,True,True,False,True,True,True,False,False,False,True,False,True,False,False,True,20.319749092279366,True,False,-0.22461833751437726,-0.21537933483897015,-0.215646179271853
40,close,22,351,48,macd,71,281,5,20,0.34,2214,759,357,348,391,102,227,923,325,177,824,396,246,774,873,600,477,327,954,695,462,368,32,688,145,487,574,680,320,617,9,46,76,12,76,13,16,49,5,557,15,1,0.2,0.36,0.44,0.5,0.89,0.92,False,True,True,False,True,False,True,True,False,True,False,False,False,True,False,True,False,59.12056937604162,True,False,-0.22281704567661995,-0.16612376504550516,-0.1690118858369233
41,high,27,44,10,macds,381,2,2,17,0.12,811,936,131,143,839,180,301,687,150,76,714,388,330,367,994,809,394,376,699,597,470,322,826,162,154,936,225,541,611,84,7,58,99,11,514,7,40,28,15,380,19,5,0.1,0.22,0.33,0.68,0.72,1.01,False,True,True,False,True,True,False,False,False,True,False,True,True,False,True,True,True,11.526180294144138,True,False,-0.22983914341729603,-0.40815294274546543,-0.4131583694300969
42,open,219,337,35,macdh,279,295,6,9,0.33,2493,510,206,173,12,129,79,139,84,312,218,163,163,531,953,614,408,276,897,719,399,393,672,906,893,931,23,279,355,481,24,52,102,7,616,16,34,93,16,621,24,20,0.28,0.09,1.03,1.15,1.03,1.18,True,False,False,True,False,True,True,True,False,True,False,False,True,True,False,True,False,0.0,False,True,0.0,0.0,0.0
43,open,100,487,44,macd,3,4,6,2,0.33,2399,432,59,255,511,387,17,860,348,192,103,345,6,617,817,775,357,340,970,853,406,271,98,36,132,964,499,257,524,302,13,56,49,7,100,11,46,25,18,848,5,11,0.31,0.07,1.07,1.18,1.19,1.01,False,True,False,True,True,False,True,False,True,True,True,True,True,False,False,True,False,0.0,False,True,0.0,0.0,0.0
44,low,159,432,3,macds,350,59,6,7,0.12,1459,209,263,56,609,206,370,158,200,333,232,90,40,263,638,519,361,333,616,546,267,264,334,898,63,547,428,399,993,82,26,27,15,15,323,16,41,86,14,351,13,2,0.14,0.37,1.01,1.2,1.16,1.14,False,True,True,True,True,False,False,True,False,True,True,True,True,True,True,True,False,0.0,False,True,0.0,0.0,0.0
45,HLC/3,196,210,37,macd,322,236,6,12,0.18,349,965,387,291,393,206,250,738,376,27,835,321,88,626,805,599,425,273,558,543,367,298,876,388,547,8,378,562,838,992,9,27,60,4,463,6,52,17,2,627,8,20,0.17,0.15,1.04,1.04,1.05,1.01,True,True,False,False,True,False,True,True,True,False,True,False,False,True,True,False,False,0.0,False,True,0.0,0.0,0.0
46,OHLC/4,171,310,28,macdh,390,235,6,8,0.08,811,900,219,258,679,358,156,856,85,208,338,211,197,787,920,721,443,329,880,673,429,337,498,808,450,974,516,720,974,374,30,51,17,3,898,7,21,66,14,385,18,21,0.02,0.4,1.14,1.14,1.04,1.09,True,False,False,False,True,True,True,False,False,False,True,False,False,True,True,False,True,0.0,False,True,0.0,0.0,0.0
47,high,214,365,19,macds,310,119,6,18,0.27,2161,783,160,89,200,341,252,664,324,308,200,160,97,92,976,587,340,276,891,556,383,272,9,36,871,590,985,510,631,471,19,54,23,16,50,2,24,38,11,53,9,11,0.04,0.12,1.03,1.03,1.05,1.11,False,False,True,True,False,False,False,True,True,True,False,True,True,True,True,False,True,0.0,False,True,0.0,0.0,0.0
48,high,29,471,20,macdh,298,198,6,9,0.21,1191,800,122,243,438,291,117,371,365,154,227,260,241,41,911,651,405,358,818,700,498,445,888,733,530,907,476,362,801,14,4,20,56,13,424,13,51,89,17,97,15,21,0.17,0.1,1.17,1.18,1.12,1.04,True,False,True,False,False,False,True,True,True,True,True,False,False,False,False,False,True,0.0,False,True,0.0,0.0,0.0
49,close,77,391,6,macdh,313,223,6,17,0.07,1585,493,110,112,370,162,379,373,89,199,332,83,365,162,902,549,499,302,908,750,359,250,641,94,384,397,318,255,533,95,12,37,101,9,5,5,19,54,1,102,12,20,0.1,0.08,1.01,1.07,1.06,1.06,False,True,True,True,True,True,True,False,False,True,True,False,False,False,True,True,False,0.0,False,True,0.0,0.0,0.0
50,high,21,183,33,macdh,392,245,6,20,0.07,1602,232,203,361,928,75,310,160,222,229,398,170,36,986,864,566,435,351,591,551,318,276,363,574,605,31,760,473,261,585,22,49,3,19,234,4,9,51,4,157,6,8,0.2,0.2,1.17,1.15,1.15,1.08,True,False,True,False,False,True,True,True,True,True,False,False,True,True,False,False,True,0.0,False,True,0.0,0.0,0.0
51,OHLC/4,66,428,13,macdh,294,68,6,19,0.31,2270,675,74,217,430,47,286,378,248,377,344,128,140,68,921,824,483,270,689,534,377,285,92,904,913,675,726,881,490,633,5,21,47,19,939,10,17,61,18,514,7,11,0.04,0.38,1.19,1.07,1.11,1.01,False,True,True,True,True,True,True,True,False,False,True,True,False,True,False,True,False,0.0,False,True,0.0,0.0,0.0
52,high,284,334,45,macds,32,65,6,13,0.27,1113,850,107,5,68,44,230,125,126,317,511,80,127,702,833,556,482,440,849,819,476,270,86,432,582,46,686,642,518,473,14,21,36,9,425,7,15,93,16,591,15,20,0.19,0.15,1.01,1.02,1.06,1.07,False,True,False,True,True,False,True,True,False,True,True,True,True,False,True,True,True,0.0,False,True,0.0,0.0,0.0
53,open,227,306,11,macd,58,12,6,18,0.18,833,812,100,356,873,178,300,25,395,42,202,310,298,217,888,510,446,335,858,646,322,264,551,703,925,764,239,955,222,193,9,21,71,11,72,16,40,60,12,812,18,1,0.12,0.27,1.2,1.17,1.15,1.12,False,False,True,True,True,True,False,False,True,False,False,True,True,True,False,True,False,0.0,False,True,0.0,0.0,0.0
54,low,112,194,18,macd,325,154,6,15,0.33,447,638,179,305,221,13,77,362,189,206,910,379,194,246,855,534,359,351,948,924,323,301,302,267,423,899,325,758,258,736,8,55,77,4,458,7,46,104,20,99,17,11,0.12,0.34,1.02,1.03,1.08,1.04,False,False,False,True,False,False,False,False,False,True,True,False,True,False,True,False,True,0.0,False,True,0.0,0.0,0.0
55,OHLC/4,50,255,24,macds,87,74,6,19,0.06,647,758,176,294,88,303,29,386,109,266,130,259,29,296,866,709,435,257,807,573,456,290,861,348,77,753,208,735,793,758,11,59,3,9,374,17,42,56,17,846,3,25,0.03,0.01,1.03,1.2,1.17,1.05,True,True,True,False,False,True,True,True,True,True,False,True,True,True,True,False,False,0.0,False,True,0.0,0.0,0.0
56,HL/2,95,299,29,macdh,57,217,6,2,0.01,2660,288,260,116,108,42,67,94,118,74,130,127,333,994,661,608,369,331,750,709,475,457,769,248,6,86,368,376,450,937,14,41,24,11,86,7,46,59,3,904,14,19,0.33,0.13,1.02,1.14,1.17,1.2,True,False,False,False,True,False,False,True,True,False,True,True,True,True,True,True,True,0.0,False,True,0.0,0.0,0.0
