,MACD_apply_to,MACD_fast,MACD_slow,MACD_signal,MACD_column_div,Divergence_num_exteremes_min,Divergence_num_exteremes_max,Divergence_diff_extereme,BestFinder_n_clusters,BestFinder_alpha,Runner_methode1__lenght_data_5M,Runner_methode1__lenght_data_1H,ExtremePoints_num_max_5M,ExtremePoints_num_min_5M,ExtremePoints_weight_5M,ExtremePoints_num_max_1H,ExtremePoints_num_min_1H,ExtremePoints_weight_1H,TrendLines_num_max_5M,TrendLines_num_min_5M,TrendLines_weight_5M,TrendLines_num_max_1H,TrendLines_num_min_1H,TrendLines_weight_1H,TrendLines_length_long_5M,TrendLines_length_mid_5M,TrendLines_length_short1_5M,TrendLines_length_short2_5M,TrendLines_length_long_1H,TrendLines_length_mid_1H,TrendLines_length_short1_1H,TrendLines_length_short2_1H,TrendLines_power_long_5M,TrendLines_power_mid_5M,TrendLines_power_short1_5M,TrendLines_power_short2_5M,TrendLines_power_long_1H,TrendLines_power_mid_1H,TrendLines_power_short1_1H,TrendLines_power_short2_1H,IchimokouFlatLines_tenkan_5M,IchimokouFlatLines_kijun_5M,IchimokouFlatLines_senkou_5M,IchimokouFlatLines_n_cluster_5M,IchimokouFlatLines_weight_5M,IchimokouFlatLines_tenkan_1H,IchimokouFlatLines_kijun_1H,IchimokouFlatLines_senkou_1H,IchimokouFlatLines_n_cluster_1H,IchimokouFlatLines_weight_1H,BestFinder_n_cluster_low,BestFinder_n_cluster_high,BestFinder_alpha_low,BestFinder_alpha_high,st_percent_min,st_percent_max,tp_percent_min,tp_percent_max,ExtremePoints_status,ExtremePoints_T_5M,ExtremePoints_T_1H,TrendLines_status,TrendLines_T_5M,TrendLines_long_T_5M,TrendLines_mid_T_5M,TrendLines_short1_T_5M,TrendLines_short2_T_5M,TrendLines_T_1H,TrendLines_long_T_1H,TrendLines_mid_T_1H,TrendLines_short1_T_1H,TrendLines_short2_T_1H,IchimokouFlatLines_T_5M,IchimokouFlatLines_T_1H,IchimokouFlatLines_status,score,islearned,isborn
10,OHLC/4,142,250,35,macd,70,87,3,6,0.39,2875,629,27,50,721,50,41,862,60,24,631,96,89,581,775,382,352,263,768,951,177,129,757,303,252,4,148,152,433,740,67,185,74,7,223,29,55,64,6,961,2,9,0.17,0.37,0.44,0.51,0.8,0.85,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,21.05916883,TRUE,FALSE
11,high,96,267,37,macdh,55,13,5,19,0.08,342,443,13,32,665,31,67,17,33,40,923,16,17,716,904,607,380,145,947,938,272,138,278,873,537,348,172,127,767,988,74,215,155,17,408,35,91,162,20,887,20,4,0.37,0.11,0.14,0.38,0.53,0.83,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,25.77394283,TRUE,FALSE
12,HL/2,40,304,10,macd,4,99,6,18,0.3,2191,564,64,37,566,77,46,793,48,27,432,66,13,759,75,400,243,146,748,544,48,30,987,457,836,406,809,915,806,548,34,100,31,16,94,22,85,107,14,284,6,7,0.05,0.2,0.4,0.44,0.82,0.85,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,41.07321214,TRUE,FALSE
13,high,44,172,11,macds,46,31,2,11,0.02,1460,975,56,27,371,25,6,957,72,95,868,4,76,990,380,268,229,193,558,349,399,103,362,135,709,873,46,127,227,813,12,253,404,14,86,2,72,52,12,288,7,7,0.18,0.11,0.16,0.31,0.56,0.8,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,16.0447052,TRUE,FALSE
14,HLCC/4,42,273,27,macds,63,56,3,18,0.23,1855,825,54,45,123,59,35,756,53,4,891,40,99,958,647,821,256,195,694,677,209,129,957,846,710,362,769,153,733,221,29,80,373,15,284,20,56,41,14,252,19,14,0.36,0.04,0.83,0.89,0.95,0.91,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,19.20535458,TRUE,FALSE
15,open,114,222,40,macd,59,99,6,12,0.25,2977,744,12,41,250,75,7,322,100,95,476,65,60,84,764,457,108,62,590,356,77,51,411,194,333,757,506,678,237,572,14,286,258,17,826,37,53,95,20,578,6,6,0.28,0.14,0.23,0.68,0.72,0.96,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,30.91729274,TRUE,FALSE
16,HL/2,43,281,45,macdh,29,55,5,3,0.07,2948,601,97,28,11,49,90,154,26,39,27,90,75,285,902,970,298,227,207,862,261,150,762,892,385,972,543,607,881,813,29,170,13,2,224,11,35,9,2,722,9,6,0.34,0.16,0.34,0.69,0.7,0.99,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,23.49845125,TRUE,FALSE
17,close,7,269,9,macd,41,99,5,4,0.09,1510,893,13,92,641,63,68,133,61,20,45,97,36,777,892,766,308,129,479,256,238,198,486,754,791,529,836,437,204,820,27,295,63,17,421,25,97,123,3,984,2,5,0.3,0.01,0.28,0.51,0.83,1.0,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,48.83106403,TRUE,FALSE
18,HL/2,57,281,29,macdh,75,46,5,9,0.34,2923,740,9,6,300,3,37,576,31,44,103,78,15,692,737,517,478,391,387,623,302,27,228,254,787,626,973,632,472,19,12,243,555,17,963,32,83,179,20,687,8,22,0.32,0.31,0.85,0.83,0.89,1.0,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,35.52633938,TRUE,FALSE
19,close,105,205,26,macdh,69,73,4,13,0.09,1823,496,46,69,342,2,80,414,89,49,100,80,4,713,597,205,401,394,617,584,273,7,165,25,141,554,565,909,95,803,79,191,419,9,862,16,37,156,9,59,16,18,0.01,0.19,0.86,0.81,0.81,0.89,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,25.57347908,TRUE,FALSE
20,OHLC/4,51,188,9,macds,53,71,3,13,0.02,2196,805,32,6,600,13,88,844,52,39,695,85,33,393,608,352,318,85,948,890,296,212,978,850,745,611,989,734,977,23,41,88,188,8,557,23,68,178,1,99,13,22,0.01,0.17,0.46,0.54,0.63,0.7,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,14.51161665,TRUE,FALSE
21,HLC/3,68,119,4,macd,6,37,3,15,0.02,1728,242,59,25,98,23,86,219,45,53,635,20,7,190,425,902,374,115,945,214,85,81,431,552,244,900,57,726,667,627,13,86,444,10,482,17,65,81,8,719,11,2,0.14,0.36,0.53,0.73,0.84,1.01,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,8.69619114,TRUE,FALSE
22,OHLC/4,72,198,18,macdh,71,16,5,4,0.22,477,670,73,57,775,9,71,612,97,65,987,68,69,943,859,621,266,14,608,548,428,299,228,649,647,879,21,190,154,577,23,197,453,1,125,14,104,75,15,498,23,5,0.33,0.31,0.92,0.81,0.88,0.98,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,6.048362597,TRUE,FALSE
23,close,116,181,45,macds,36,4,4,5,0.08,2503,713,61,51,638,87,28,652,37,54,435,100,30,518,832,814,287,159,833,758,411,64,655,943,613,329,111,740,992,881,79,247,200,16,258,19,70,162,6,541,15,7,0.18,0.4,0.49,0.66,0.39,0.63,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,3.255696888,TRUE,FALSE
24,OHLC/4,112,226,25,macds,99,46,2,15,0.21,1490,532,34,52,937,11,62,356,5,86,440,3,40,26,554,304,320,138,971,750,413,120,154,432,634,112,896,351,912,217,87,102,335,5,508,4,85,107,4,274,20,10,0.25,0.23,0.52,0.84,0.5,0.81,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,19.8267251,TRUE,FALSE
25,open,90,224,38,macdh,99,7,5,9,0.29,2676,913,43,36,622,13,43,157,65,9,810,4,4,715,790,562,408,75,890,614,405,243,286,870,304,285,4,529,932,667,16,91,244,4,585,11,107,171,7,496,11,7,0.2,0.34,0.81,0.81,0.87,0.86,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,15.23919662,TRUE,FALSE
26,open,65,84,44,macd,89,64,5,5,0.24,2065,493,2,88,529,87,47,248,95,28,7,9,83,515,899,817,365,75,829,607,484,81,968,909,340,265,761,73,891,795,3,225,584,18,523,45,100,69,15,875,2,14,0.18,0.19,0.8,0.87,0.92,0.85,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,25.89046115,TRUE,FALSE
27,HLC/3,59,180,31,macdh,64,31,6,10,0.38,1015,985,13,34,697,15,18,833,99,8,287,22,81,814,997,405,411,140,715,674,326,217,977,23,538,260,556,819,562,521,49,295,352,7,415,20,37,207,8,872,8,2,0.38,0.23,0.44,0.81,0.72,1.1,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,45.77816576,TRUE,FALSE
28,HLCC/4,13,122,25,macdh,56,58,5,4,0.31,2427,931,30,54,347,11,100,331,76,10,818,43,72,261,526,378,306,290,944,819,473,136,453,716,885,683,489,247,380,186,100,191,350,17,505,34,108,93,19,199,17,22,0.15,0.3,0.47,0.64,0.79,0.96,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,18.30679723,TRUE,FALSE
29,HL/2,138,209,47,macd,14,38,3,3,0.04,1749,514,65,7,469,9,74,763,11,86,199,78,19,617,743,402,132,59,899,480,256,163,938,34,359,814,624,742,899,515,58,228,269,15,679,31,33,158,13,198,16,19,0.08,0.37,0.16,0.41,0.52,0.8,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,17.84490006,TRUE,FALSE
30,high,27,44,41,macd,9,95,6,3,0.13,2456,566,24,71,541,7,47,903,19,39,212,79,26,322,669,619,458,452,810,575,282,112,133,333,353,94,269,961,750,87,58,82,569,18,538,16,45,191,3,255,20,18,0.33,0.17,0.33,0.7,0.69,0.97,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,14.2684538,TRUE,FALSE
31,HL/2,46,311,12,macdh,34,45,4,14,0.06,594,584,67,74,776,21,30,494,37,10,552,62,16,167,695,311,349,164,964,686,322,6,264,2,899,601,949,138,718,590,54,217,519,13,744,17,77,107,18,972,11,14,0.19,0.14,0.27,0.35,0.52,0.63,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,9.590379872,TRUE,FALSE
32,close,34,222,22,macdh,9,67,5,2,0.17,845,272,11,55,186,14,5,950,23,91,274,31,39,103,378,254,54,48,629,493,433,134,537,862,171,119,920,841,184,620,42,173,355,5,412,5,94,23,5,727,5,4,0.33,0.32,0.44,0.72,0.75,1.0,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,28.93478901,TRUE,FALSE
33,close,20,111,49,macds,87,54,5,17,0.01,2351,935,5,10,227,62,84,427,54,16,550,89,93,949,920,837,252,107,882,121,270,29,374,548,146,605,506,625,772,375,82,234,339,12,892,5,66,29,11,6,4,10,0.18,0.02,0.67,0.81,0.91,0.9,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,16.8992672,TRUE,FALSE
34,low,86,226,26,macdh,29,51,2,9,0.28,2166,839,48,5,370,31,5,183,25,30,208,85,94,102,792,415,199,51,909,523,226,176,946,731,132,465,295,464,601,952,98,237,189,15,44,14,66,32,14,543,20,15,0.35,0.07,0.41,0.71,0.79,1.05,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,19.18224595,TRUE,FALSE
35,HL/2,6,157,28,macd,93,93,6,7,0.09,258,319,20,100,96,91,11,868,37,84,426,62,4,896,599,334,318,126,324,694,305,225,457,761,357,962,493,111,277,751,11,146,208,19,761,10,28,177,20,575,2,12,0.35,0.22,0.16,0.53,0.8,1.07,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,35.34942947,TRUE,FALSE
36,low,13,49,50,macds,72,14,5,4,0.4,622,758,47,86,394,50,68,758,96,49,413,43,55,423,913,434,323,259,650,547,436,34,939,615,715,121,672,662,490,659,79,127,617,13,665,20,103,181,2,418,3,8,0.24,0.05,0.82,0.95,0.86,0.89,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,6.821904294,TRUE,FALSE
37,close,97,235,24,macdh,35,15,3,17,0.23,2362,456,70,28,295,64,9,988,83,48,360,22,28,857,901,579,493,78,519,716,393,11,196,29,910,509,270,140,224,162,8,264,114,18,585,15,69,31,20,91,7,5,0.38,0.13,0.6,0.64,0.84,0.89,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,21.33921056,TRUE,FALSE
38,high,142,183,14,macdh,14,38,6,2,0.14,2416,351,18,38,867,5,15,558,56,53,249,81,9,950,351,397,339,80,862,666,461,384,689,225,908,403,673,316,918,485,83,96,96,3,150,22,57,145,9,774,4,16,0.3,0.3,0.32,0.48,0.54,0.75,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,31.3781416,TRUE,FALSE
39,HL/2,116,290,11,macd,92,26,5,18,0.15,1818,434,69,23,29,46,91,248,54,62,362,100,44,167,452,222,179,121,618,404,213,149,709,817,821,67,487,232,75,39,81,300,182,17,540,37,90,85,15,762,19,8,0.29,0.1,0.19,0.26,0.47,0.55,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,14.2684538,TRUE,FALSE
40,HLC/3,131,137,15,macd,99,51,2,8,0.38,2941,231,56,87,503,82,93,656,89,90,242,56,57,965,645,231,213,72,798,297,218,5,248,597,499,620,850,229,204,579,10,296,292,4,603,41,84,192,9,146,14,6,0.07,0.15,0.84,0.87,0.99,0.95,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,10.81227741,TRUE,FALSE
41,low,114,152,46,macdh,65,89,2,19,0.19,272,753,55,43,270,44,32,135,54,56,603,63,73,452,677,389,332,218,894,354,333,88,153,775,439,475,742,823,508,956,41,143,132,18,53,21,25,170,10,89,2,2,0.33,0.02,0.41,0.81,0.69,1.1,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,20.08286178,TRUE,FALSE
42,HL/2,16,227,33,macdh,19,24,5,3,0.11,2533,293,62,86,547,60,21,950,6,66,422,87,11,830,496,816,92,32,958,678,107,106,436,128,692,398,438,685,177,43,79,283,263,16,693,36,55,76,13,105,17,13,0.28,0.4,0.72,0.91,0.8,0.91,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,13.47465628,TRUE,FALSE
43,high,44,264,35,macdh,59,69,6,16,0.02,954,216,4,67,660,58,91,339,57,13,462,7,87,36,824,554,129,121,660,574,282,199,720,339,715,698,979,321,997,292,35,128,352,20,999,29,76,115,7,240,3,6,0.25,0.37,0.52,0.55,0.77,0.79,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,35.89526426,TRUE,FALSE
44,high,30,279,15,macd,10,58,4,8,0.24,1973,717,8,87,452,68,7,60,65,29,615,16,31,403,574,400,268,156,572,420,312,301,583,381,80,697,386,8,170,282,86,262,609,14,558,17,87,90,11,941,12,22,0.04,0.26,0.4,0.51,0.77,0.86,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,37.86191783,TRUE,FALSE
45,HLCC/4,5,62,13,macdh,99,75,3,14,0.24,1531,207,83,23,316,99,58,336,77,83,559,84,65,486,662,374,415,295,848,250,211,200,792,738,684,282,701,826,68,468,96,147,129,13,98,9,65,179,9,276,17,16,0.28,0.22,0.70229968,1.098541853,0.662878036,0.942076882,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,2.881243312,TRUE,FALSE
46,high,19,180,12,macdh,86,15,3,18,0.35,1988,284,93,27,809,54,49,973,76,80,223,32,34,420,384,866,376,166,941,464,395,266,474,973,867,620,656,470,584,8,49,99,538,19,723,33,41,112,3,631,22,21,0.23,0.25,0.84,0.94,0.97,0.91,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,22.47640436,TRUE,FALSE
47,OHLC/4,34,309,31,macds,76,74,3,11,0.4,1490,708,48,10,855,55,62,370,44,71,944,52,40,831,638,94,174,117,280,608,284,250,615,411,552,226,139,577,518,271,61,212,593,12,137,21,60,126,5,951,13,13,0.39,0.23,0.41,0.68,0.64,0.9,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,13.2335777,TRUE,FALSE
48,open,16,114,35,macd,36,45,5,20,0.3,1545,727,84,58,169,94,50,586,90,43,519,68,95,111,774,450,353,103,850,513,421,153,102,746,601,688,492,428,886,354,100,251,159,13,284,21,104,182,17,867,18,8,0.05,0.15,0.83,0.91,0.87,0.95,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,10.16456021,TRUE,FALSE
49,OHLC/4,68,145,12,macds,56,99,3,10,0.36,2327,870,6,15,961,98,6,945,68,15,667,10,39,631,987,699,259,17,415,125,475,394,101,77,792,576,551,364,283,752,69,81,582,7,527,47,59,40,1,39,13,8,0.1,0.33,0.46,0.81,0.66,1.05,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,9.000504756,TRUE,FALSE
